unnamed:_0,id,state,customer_lifetime_value,response,coverage,education,effective_to_date,employmentstatus,gender,income,location_code,marital_status,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies,policy_type,policy,renew_offer_type,sales_channel,total_claim_amount,vehicle_class,vehicle_size,vehicle_type,month
9487,WL69218,Oregon,17435.68167,No,Basic,Bachelor,2011-01-24,Employed,F,54105,Suburban,Married,73,15.11182,15,0.386309,2,Personal Auto,Personal L3,Offer2,Web,350.4,Two-Door Car,Medsize,A,1
9493,FG31425,Arizona,2530.810167,No,Basic,College,2011-02-21,Employed,F,37811,Suburban,Married,63,25.0,14,0.0,1,Special Auto,Special L2,Offer4,Agent,365.002909,Four-Door Car,Medsize,A,2
9494,RL74454,Nevada,5147.11023,No,Basic,Bachelor,2011-02-06,Employed,F,33171,Urban,Married,65,27.0,17,0.0,3,Personal Auto,Personal L3,Offer2,Branch,236.643695,Four-Door Car,Medsize,A,2
9496,BV12771,California,27420.81318,No,Basic,College,2011-02-27,Unemployed,M,0,Suburban,Married,112,23.0,20,0.0,2,Personal Auto,Personal L2,Offer3,Branch,537.6,SUV,Medsize,A,2
9497,AX86552,California,6198.793072,No,Extended,College,2011-02-18,Medical Leave,M,24053,Suburban,Divorced,87,33.0,53,1.0,7,Personal Auto,Personal L2,Offer2,Web,624.532492,Four-Door Car,Medsize,A,2
9498,IV54766,Oregon,19160.98994,Yes,Extended,Master,2011-02-20,Employed,F,22705,Suburban,Divorced,239,19.0,59,0.0,7,Personal Auto,Personal L1,Offer2,Agent,1294.700423,Luxury SUV,Medsize,A,2
9504,SE64365,California,4674.705262,No,Premium,High School or Below,2011-02-09,Employed,M,35830,Suburban,Married,118,4.0,50,1.0,1,Corporate Auto,Corporate L2,Offer1,Agent,597.259924,Four-Door Car,Small,A,2
9505,FR26341,Oregon,2399.045522,No,Basic,Master,2011-02-24,Disabled,M,19112,Urban,Married,62,15.11182,32,0.386309,1,Personal Auto,Personal L1,Offer2,Web,259.006614,Four-Door Car,Medsize,A,2
9508,XT54610,California,1904.000852,No,Basic,Bachelor,2011-01-14,Unemployed,F,0,Suburban,Single,63,22.0,7,3.0,1,Personal Auto,Personal L1,Offer1,Agent,302.4,Four-Door Car,Medsize,A,1
9512,LZ39487,Washington,5122.718927,No,Basic,High School or Below,2011-01-17,Employed,F,58206,Suburban,Married,64,2.0,56,0.0,3,Personal Auto,Personal L2,Offer3,Branch,454.188803,Four-Door Car,Small,A,1
9513,WC11272,Oregon,6907.554242,No,Extended,Bachelor,2011-01-09,Employed,F,42790,Urban,Married,87,10.0,74,0.0,3,Personal Auto,Personal L1,Offer1,Branch,290.057111,Two-Door Car,Medsize,A,1
9515,IP84574,Oregon,8193.091589,No,Basic,College,2011-01-23,Employed,F,54840,Suburban,Single,72,18.0,59,3.0,2,Corporate Auto,Corporate L3,Offer1,Branch,468.728516,Four-Door Car,Small,A,1
9518,FQ70521,California,8927.134298,No,Premium,High School or Below,2011-02-11,Employed,F,96768,Rural,Married,111,6.0,65,2.0,3,Personal Auto,Personal L1,Offer2,Agent,2.549986,Four-Door Car,Large,A,2
9520,FR81224,Oregon,5494.87251,No,Basic,Master,2011-02-07,Employed,M,89205,Rural,Married,68,28.0,86,0.0,6,Personal Auto,Personal L2,Offer2,Agent,165.523154,Two-Door Car,Medsize,A,2
9522,BA38428,Arizona,5639.941974,Yes,Basic,High School or Below,2011-01-10,Employed,M,73168,Suburban,Married,70,21.0,50,0.0,3,Corporate Auto,Corporate L3,Offer2,Agent,425.800112,Four-Door Car,Medsize,A,1
9523,ZN27809,Oregon,8083.541953,No,Basic,College,2011-01-13,Unemployed,F,0,Suburban,Single,116,7.0,23,0.0,8,Personal Auto,Personal L3,Offer1,Web,820.018767,SUV,Medsize,A,1
9526,AN32867,California,3124.933827,No,Extended,Bachelor,2011-02-19,Employed,M,81285,Suburban,Single,81,15.11182,2,0.386309,1,Personal Auto,Personal L3,Offer1,Branch,441.765368,Four-Door Car,Medsize,A,2
9532,SH36774,California,15023.59858,No,Basic,High School or Below,2011-01-12,Employed,M,28262,Suburban,Single,192,15.11182,77,0.386309,3,Personal Auto,Personal L3,Offer3,Web,921.6,Luxury SUV,Medsize,A,1
9536,TH68648,California,5126.836814,No,Basic,College,2011-01-14,Employed,M,85522,Urban,Married,64,1.0,56,0.0,3,Personal Auto,Personal L2,Offer4,Branch,165.002742,Four-Door Car,Medsize,A,1
9540,JD75068,Oregon,2724.262292,No,Basic,College,2011-02-14,Unemployed,F,0,Suburban,Married,70,21.0,70,0.0,1,Corporate Auto,Corporate L3,Offer1,Agent,405.384524,Four-Door Car,Medsize,A,2
9541,TG40558,Oregon,7258.992716,No,Basic,High School or Below,2011-01-10,Employed,M,60969,Rural,Married,61,9.0,5,0.0,2,Corporate Auto,Corporate L3,Offer2,Web,146.119178,Four-Door Car,Medsize,A,1
9543,UG18431,Arizona,13083.48622,No,Basic,Bachelor,2011-02-09,Employed,M,73060,Suburban,Married,108,15.11182,78,0.386309,2,Special Auto,Special L3,Offer2,Call Center,518.4,SUV,Medsize,A,2
9544,ZT86224,Nevada,10901.22525,No,Extended,Bachelor,2011-02-04,Employed,M,72257,Urban,Divorced,90,15.11182,61,0.386309,2,Personal Auto,Personal L3,Offer3,Branch,408.415481,Four-Door Car,Medsize,A,2
9545,PU98976,California,6187.345744,No,Extended,Bachelor,2011-02-05,Unemployed,F,0,Suburban,Single,88,15.11182,25,0.386309,6,Personal Auto,Personal L3,Offer1,Call Center,633.6,Four-Door Car,Medsize,A,2
9549,MT16688,Arizona,2598.061204,No,Basic,Bachelor,2011-02-11,Employed,F,62566,Rural,Married,65,4.0,3,1.0,1,Corporate Auto,Corporate L1,Offer3,Branch,48.344273,Four-Door Car,Medsize,A,2
9551,EV32492,Arizona,2496.167004,No,Basic,Bachelor,2011-02-01,Employed,M,49136,Suburban,Divorced,64,7.0,95,0.0,1,Personal Auto,Personal L1,Offer4,Web,307.2,Four-Door Car,Medsize,A,2
9552,WK88044,Arizona,8737.837514,No,Basic,Bachelor,2011-02-13,Employed,M,61281,Rural,Married,110,7.0,16,0.0,7,Personal Auto,Personal L3,Offer1,Agent,79.865605,SUV,Medsize,A,2
9553,CF46699,Oregon,3567.503755,Yes,Basic,Bachelor,2011-01-07,Unemployed,M,0,Suburban,Married,102,28.0,11,0.0,1,Personal Auto,Personal L2,Offer2,Agent,660.430456,SUV,Medsize,A,1
9560,No19664,California,5686.743252,No,Basic,High School or Below,2011-01-31,Employed,F,26409,Suburban,Married,71,30.0,70,0.0,5,Personal Auto,Personal L3,Offer2,Branch,475.166267,Four-Door Car,Large,A,1
9562,DE23903,Oregon,5905.971667,No,Basic,Bachelor,2011-02-22,Employed,F,59848,Rural,Married,73,5.0,98,1.0,3,Personal Auto,Personal L3,Offer1,Call Center,131.614733,Two-Door Car,Medsize,A,2
9563,LA52988,Oregon,4144.868939,No,Basic,High School or Below,2011-01-18,Employed,F,64478,Rural,Married,103,30.0,92,0.0,1,Personal Auto,Personal L3,Offer2,Branch,8.281829,SUV,Medsize,A,1
9564,ME87834,Oregon,4219.02412,No,Basic,Bachelor,2011-02-20,Employed,M,62396,Suburban,Married,107,24.0,52,0.0,1,Personal Auto,Personal L3,Offer3,Web,693.414133,SUV,Medsize,A,2
9567,EV68966,California,9419.883665,No,Basic,College,2011-02-23,Employed,M,87840,Rural,Married,118,22.0,42,1.0,3,Personal Auto,Personal L3,Offer1,Call Center,161.590594,SUV,Medsize,A,2
9568,HF11584,Arizona,12913.49818,No,Basic,Master,2011-01-11,Employed,M,62448,Suburban,Married,107,0.0,11,0.0,2,Personal Auto,Personal L3,Offer1,Branch,513.6,SUV,Medsize,A,1
9570,SE50560,Oregon,2818.31302,No,Basic,College,2011-01-17,Employed,M,88816,Rural,Married,70,33.0,9,0.0,1,Personal Auto,Personal L2,Offer3,Branch,164.282841,Two-Door Car,Medsize,A,1
9572,VM50666,California,9718.463569,No,Basic,Doctor,2011-01-11,Unemployed,M,0,Suburban,Divorced,65,12.0,46,0.0,2,Special Auto,Special L3,Offer1,Branch,312.0,Four-Door Car,Large,A,1
9575,GJ47896,Arizona,2661.033435,No,Basic,College,2011-01-13,Employed,F,35503,Urban,Married,67,14.0,95,0.0,1,Personal Auto,Personal L3,Offer1,Branch,216.173135,Two-Door Car,Medsize,A,1
9577,IJ36435,California,5811.61185,No,Extended,College,2011-01-24,Unemployed,F,0,Urban,Married,79,10.0,22,0.0,8,Personal Auto,Personal L2,Offer3,Agent,304.550129,Four-Door Car,Medsize,A,1
9578,TI48450,California,7948.544751,No,Basic,College,2011-02-15,Employed,M,23916,Suburban,Married,68,33.0,86,0.0,2,Corporate Auto,Corporate L3,Offer4,Call Center,481.113765,Two-Door Car,Medsize,A,2
9579,HK15299,California,5479.854218,No,Basic,High School or Below,2011-01-28,Employed,M,38210,Suburban,Married,69,25.0,41,0.0,3,Personal Auto,Personal L2,Offer2,Agent,383.043363,Four-Door Car,Medsize,A,1
9580,NZ81536,Washington,16710.83929,No,Extended,Doctor,2011-02-07,Employed,F,73049,Rural,Single,139,3.0,42,0.0,2,Personal Auto,Personal L3,Offer1,Branch,284.43696,SUV,Medsize,A,2
9581,GD55093,California,19160.98994,Yes,Extended,Master,2011-02-20,Employed,F,22705,Suburban,Divorced,239,19.0,59,0.0,7,Personal Auto,Personal L1,Offer2,Agent,1294.700423,Luxury SUV,Medsize,A,2
9582,GZ64473,Nevada,2757.383982,No,Basic,College,2011-01-12,Employed,M,50414,Suburban,Married,69,25.0,34,0.0,1,Personal Auto,Personal L3,Offer1,Agent,331.2,Four-Door Car,Medsize,A,1
9583,PK51938,Oregon,3044.78946,No,Extended,College,2011-01-14,Retired,F,17489,Suburban,Divorced,85,31.0,28,0.0,1,Corporate Auto,Corporate L3,Offer4,Branch,587.689075,Four-Door Car,Small,A,1
9590,MC85738,California,14635.45158,Yes,Extended,Bachelor,2011-02-27,Unemployed,F,0,Suburban,Divorced,139,5.0,56,0.0,2,Personal Auto,Personal L3,Offer1,Call Center,667.2,SUV,Medsize,A,2
9592,UG37492,California,4362.931238,Yes,Premium,College,2011-01-03,Employed,M,58842,Suburban,Married,110,6.0,74,0.0,1,Personal Auto,Personal L3,Offer2,Branch,528.0,Four-Door Car,Medsize,A,1
9598,VY40793,Oregon,4270.034394,Yes,Extended,College,2011-01-19,Unemployed,M,0,Suburban,Married,122,27.0,2,0.0,1,Personal Auto,Personal L3,Offer2,Agent,725.870693,SUV,Medsize,A,1
9599,GD83998,Washington,2659.337982,No,Basic,Bachelor,2011-01-31,Employed,M,24495,Suburban,Single,70,29.0,65,0.0,1,Personal Auto,Personal L2,Offer4,Branch,336.0,Four-Door Car,Small,A,1
9601,MV54498,California,5503.919257,No,Basic,College,2011-02-13,Employed,F,59932,Rural,Single,71,16.0,77,1.0,3,Personal Auto,Personal L3,Offer1,Branch,116.600107,Four-Door Car,Medsize,A,2
9604,AC67315,Nevada,13862.10016,No,Basic,Bachelor,2011-02-21,Employed,F,96950,Suburban,Married,115,20.0,74,0.0,2,Personal Auto,Personal L2,Offer4,Agent,633.132017,Sports Car,Large,A,2
9613,WH62198,California,2213.187935,No,Basic,Bachelor,2011-02-26,Unemployed,M,0,Suburban,Divorced,63,0.0,66,0.0,1,Personal Auto,Personal L2,Offer1,Call Center,305.552429,Four-Door Car,Small,A,2
9617,EL62967,Oregon,2712.915597,No,Basic,High School or Below,2011-02-07,Employed,F,58508,Rural,Single,69,32.0,11,0.0,1,Personal Auto,Personal L3,Offer2,Web,57.614392,Two-Door Car,Medsize,A,2
9619,JW33458,California,5729.855012,No,Basic,Master,2011-02-15,Employed,F,92254,Urban,Married,70,7.0,94,0.0,7,Corporate Auto,Corporate L3,Offer3,Call Center,245.593225,Four-Door Car,Medsize,A,2
9620,NK26146,Washington,7072.928971,No,Basic,College,2011-02-11,Employed,F,90551,Suburban,Divorced,61,28.0,4,4.0,2,Corporate Auto,Corporate L3,Offer4,Call Center,374.527412,Four-Door Car,Small,A,2
9621,GP19791,California,16510.96722,No,Basic,College,2011-02-12,Employed,F,31356,Suburban,Married,68,25.0,13,0.0,2,Personal Auto,Personal L3,Offer2,Agent,326.4,Two-Door Car,Small,A,2
9622,BC48076,Washington,7783.78421,No,Basic,Master,2011-01-11,Employed,F,48689,Suburban,Married,191,15.0,18,0.0,1,Personal Auto,Personal L3,Offer1,Call Center,985.193759,Luxury Car,Medsize,A,1
9624,QU93024,California,29706.78459,No,Extended,Bachelor,2011-01-26,Unemployed,M,0,Suburban,Single,128,15.11182,37,0.386309,2,Personal Auto,Personal L2,Offer1,Agent,1345.317161,SUV,Medsize,A,1
9626,ZI85739,California,15860.03591,No,Extended,Master,2011-02-25,Unemployed,F,0,Rural,Married,136,10.0,41,0.0,2,Personal Auto,Personal L1,Offer1,Branch,46.098963,SUV,Small,A,2
9627,ON68006,California,5520.149969,No,Basic,Bachelor,2011-01-16,Employed,F,26129,Suburban,Divorced,70,4.0,38,0.0,3,Personal Auto,Personal L2,Offer1,Agent,419.187114,Four-Door Car,Medsize,A,1
9630,DL26809,Nevada,6826.797741,No,Basic,College,2011-02-27,Unemployed,M,0,Suburban,Single,68,13.0,26,0.0,2,Personal Auto,Personal L3,Offer1,Agent,489.6,Two-Door Car,Small,A,2
9632,AW86033,California,2119.894333,No,Basic,College,2011-01-13,Disabled,M,18287,Suburban,Married,61,6.0,56,4.0,1,Personal Auto,Personal L2,Offer1,Agent,292.8,Two-Door Car,Medsize,A,1
9633,IS55638,California,15503.72309,No,Basic,College,2011-02-18,Employed,F,29932,Suburban,Married,64,34.0,5,0.0,2,Personal Auto,Personal L2,Offer1,Branch,319.710124,Two-Door Car,Medsize,A,2
9634,TP33286,Washington,12010.93726,No,Premium,High School or Below,2011-02-05,Unemployed,M,0,Suburban,Single,119,3.0,24,0.0,2,Corporate Auto,Corporate L2,Offer2,Agent,856.8,Four-Door Car,Medsize,A,2
9635,BW52697,California,5505.057003,No,Basic,College,2011-01-01,Employed,F,86132,Urban,Married,68,30.0,10,0.0,3,Personal Auto,Personal L3,Offer2,Call Center,301.437365,Two-Door Car,Medsize,A,1
9639,TK60799,Arizona,4160.018087,No,Basic,High School or Below,2011-01-08,Employed,F,96263,Rural,Married,103,5.0,5,0.0,1,Personal Auto,Personal L3,Offer2,Agent,1.924709,SUV,Small,A,1
9640,OJ90342,Oregon,2457.440923,No,Basic,Bachelor,2011-02-07,Employed,F,29486,Rural,Married,62,19.0,73,0.0,1,Personal Auto,Personal L3,Offer2,Web,7.646763,Four-Door Car,Medsize,A,2
9642,OS21957,California,8896.500265,No,Basic,High School or Below,2011-01-21,Employed,F,26201,Rural,Married,112,4.0,48,0.0,8,Personal Auto,Personal L2,Offer4,Call Center,168.901895,SUV,Small,A,1
9643,GM54723,California,9061.63365,No,Basic,Bachelor,2011-02-02,Unemployed,M,0,Suburban,Single,65,19.0,87,0.0,2,Corporate Auto,Corporate L2,Offer1,Branch,413.288528,Four-Door Car,Small,A,2
9646,JU66696,California,9810.407902,No,Extended,Master,2011-02-20,Unemployed,F,0,Suburban,Married,131,15.0,90,0.0,8,Corporate Auto,Corporate L2,Offer3,Branch,628.8,Sports Car,Large,A,2
9648,HR64765,Washington,8485.385641,No,Extended,High School or Below,2011-02-04,Unemployed,M,0,Suburban,Single,244,10.0,99,0.0,1,Personal Auto,Personal L3,Offer1,Branch,1756.8,Luxury Car,Small,A,2
9650,BG48083,Nevada,6386.278164,No,Extended,Bachelor,2011-01-20,Employed,F,23751,Suburban,Single,82,4.0,9,1.0,7,Personal Auto,Personal L2,Offer1,Web,586.921708,Two-Door Car,Medsize,A,1
9651,ZK56389,Arizona,2397.036098,Yes,Basic,High School or Below,2011-01-29,Retired,F,22283,Suburban,Divorced,65,16.0,93,0.0,1,Special Auto,Special L3,Offer1,Branch,572.072106,Four-Door Car,Medsize,A,1
9654,HY43263,California,8265.379176,No,Extended,Bachelor,2011-02-07,Unemployed,F,0,Suburban,Single,77,17.0,41,0.0,2,Corporate Auto,Corporate L3,Offer2,Agent,554.4,Two-Door Car,Small,A,2
9655,VK43303,Oregon,6019.92547,No,Extended,Bachelor,2011-01-30,Employed,M,68658,Urban,Single,77,7.0,60,0.0,8,Personal Auto,Personal L1,Offer2,Branch,296.261405,Two-Door Car,Medsize,A,1
9659,RJ80405,Arizona,5498.661301,No,Basic,Bachelor,2011-01-22,Employed,M,33191,Suburban,Married,70,9.0,80,0.0,9,Personal Auto,Personal L1,Offer3,Branch,443.53718,Four-Door Car,Medsize,A,1
9660,YB33445,Oregon,8982.850377,No,Basic,College,2011-02-13,Employed,F,43490,Rural,Married,114,24.0,63,4.0,6,Corporate Auto,Corporate L1,Offer1,Call Center,174.588413,SUV,Medsize,A,2
9661,UE96503,California,5599.668502,No,Basic,Doctor,2011-02-05,Unemployed,M,0,Suburban,Married,73,1.0,60,0.0,5,Corporate Auto,Corporate L2,Offer4,Web,350.4,Four-Door Car,Medsize,A,2
9663,GP13187,California,14917.33495,No,Basic,Master,2011-01-12,Unemployed,F,0,Suburban,Married,190,1.0,36,0.0,3,Personal Auto,Personal L3,Offer1,Branch,1368.0,Luxury Car,Medsize,A,1
9665,DS47984,Arizona,3237.996209,Yes,Extended,Master,2011-01-16,Employed,M,60244,Urban,Married,83,3.0,72,3.0,1,Personal Auto,Personal L1,Offer3,Agent,326.281835,Four-Door Car,Medsize,A,1
9669,MY51849,Oregon,4903.810606,No,Basic,Bachelor,2011-02-22,Unemployed,F,0,Suburban,Married,66,19.0,29,0.0,8,Personal Auto,Personal L3,Offer1,Branch,469.6093,Four-Door Car,Large,A,2
9672,VW63894,California,7870.360084,No,Extended,Master,2011-02-04,Employed,M,75740,Rural,Married,98,8.0,42,0.0,3,Personal Auto,Personal L1,Offer3,Web,46.702524,Four-Door Car,Medsize,A,2
9673,YI70563,California,2780.845565,No,Basic,Bachelor,2011-02-25,Employed,M,88704,Urban,Married,69,16.0,78,0.0,1,Personal Auto,Personal L3,Offer2,Call Center,259.714887,Two-Door Car,Small,A,2
9674,RA29518,Washington,5512.342258,No,Extended,Master,2011-02-24,Employed,M,45971,Rural,Married,138,15.0,91,0.0,1,Special Auto,Special L3,Offer1,Branch,139.826393,SUV,Medsize,A,2
9675,ZW76597,California,5271.372558,No,Basic,Bachelor,2011-02-14,Retired,F,13215,Suburban,Married,74,30.0,17,1.0,3,Corporate Auto,Corporate L3,Offer1,Branch,443.772927,Four-Door Car,Small,A,2
9678,XS44101,California,6712.294021,No,Extended,Bachelor,2011-02-04,Employed,F,44891,Rural,Married,83,12.0,75,0.0,6,Personal Auto,Personal L3,Offer3,Call Center,74.803791,Four-Door Car,Medsize,A,2
9681,LY30169,California,3360.269641,No,Extended,High School or Below,2011-01-23,Employed,M,75216,Rural,Married,84,15.11182,39,0.386309,1,Corporate Auto,Corporate L3,Offer4,Agent,65.803328,Four-Door Car,Medsize,A,1
9682,GW14698,Arizona,4882.493829,No,Basic,College,2011-02-28,Employed,F,80604,Urban,Married,61,22.0,86,0.0,3,Corporate Auto,Corporate L3,Offer4,Web,255.982609,Four-Door Car,Medsize,A,2
9683,SP36555,Arizona,6507.751779,No,Extended,Bachelor,2011-01-20,Unemployed,M,0,Suburban,Single,97,4.0,11,0.0,4,Personal Auto,Personal L1,Offer1,Agent,863.219668,Four-Door Car,Medsize,A,1
9685,FR17176,Arizona,14944.83656,No,Basic,High School or Below,2011-02-23,Unemployed,F,0,Suburban,Married,68,11.0,52,0.0,2,Personal Auto,Personal L3,Offer1,Agent,326.4,Four-Door Car,Medsize,A,2
9686,FH22095,California,2520.818611,No,Basic,College,2011-02-07,Employed,M,39377,Suburban,Married,64,7.0,53,0.0,1,Corporate Auto,Corporate L3,Offer2,Branch,307.2,Two-Door Car,Small,A,2
9690,LU40443,Oregon,5543.802692,No,Basic,Master,2011-02-12,Employed,M,64255,Urban,Single,70,7.0,36,0.0,8,Personal Auto,Personal L2,Offer2,Web,193.86537,Four-Door Car,Medsize,A,2
9693,PU98976,California,6187.345744,No,Extended,Bachelor,2011-02-05,Unemployed,F,0,Suburban,Single,88,17.0,25,0.0,6,Personal Auto,Personal L3,Offer1,Call Center,633.6,Four-Door Car,Medsize,A,2
9694,ZO16199,California,5354.365535,No,Basic,High School or Below,2011-02-16,Disabled,F,17099,Suburban,Married,69,13.0,28,0.0,9,Personal Auto,Personal L2,Offer1,Web,331.2,Four-Door Car,Small,A,2
9695,ZI95657,California,10972.06778,Yes,Extended,Doctor,2011-01-18,Employed,M,24164,Suburban,Divorced,137,2.0,40,0.0,5,Personal Auto,Personal L3,Offer2,Agent,657.6,Sports Car,Medsize,A,1
9696,AO20938,Arizona,32021.40422,No,Basic,High School or Below,2011-01-12,Employed,F,31433,Suburban,Married,100,5.0,23,0.0,2,Personal Auto,Personal L1,Offer2,Call Center,635.020091,SUV,Small,A,1
9697,FX65946,Arizona,5754.746414,No,Basic,Bachelor,2011-01-03,Employed,M,34847,Suburban,Married,73,26.0,24,0.0,7,Personal Auto,Personal L3,Offer2,Agent,525.6,Four-Door Car,Small,A,1
9701,SY48471,California,5163.838813,No,Basic,High School or Below,2011-02-22,Employed,F,88692,Urban,Married,64,29.0,26,0.0,5,Personal Auto,Personal L2,Offer1,Agent,253.193647,Four-Door Car,Medsize,A,2
9702,NV11692,Nevada,4420.248983,No,Basic,Bachelor,2011-01-28,Unemployed,F,0,Suburban,Single,68,0.0,93,3.0,5,Personal Auto,Personal L3,Offer2,Agent,546.420009,Four-Door Car,Large,A,1
9703,HN35280,Arizona,2446.664534,No,Basic,Bachelor,2011-02-13,Employed,M,82225,Suburban,Divorced,61,24.0,27,0.0,1,Personal Auto,Personal L3,Offer2,Web,292.8,Two-Door Car,Medsize,A,2
9705,ZM31116,Arizona,7949.28426,No,Extended,Doctor,2011-01-06,Employed,M,63688,Suburban,Married,99,15.11182,93,0.386309,6,Personal Auto,Personal L2,Offer2,Branch,475.2,Four-Door Car,Medsize,A,1
9707,ZK54897,Arizona,14435.67365,Yes,Premium,Master,2011-01-26,Employed,M,60880,Rural,Married,119,25.0,89,0.0,2,Personal Auto,Personal L3,Offer1,Agent,109.906628,Two-Door Car,Medsize,A,1
9708,ZY99878,California,13742.53724,No,Premium,High School or Below,2011-01-03,Employed,M,90343,Urban,Single,175,11.0,68,0.0,3,Personal Auto,Personal L2,Offer1,Branch,833.072722,SUV,Medsize,A,1
9711,GL67540,California,5904.088162,No,Basic,College,2011-01-15,Employed,F,97413,Urban,Married,73,21.0,80,0.0,6,Personal Auto,Personal L3,Offer1,Agent,268.819985,Four-Door Car,Medsize,A,1
9712,XF94149,California,4087.512572,No,Basic,College,2011-02-15,Employed,M,24123,Suburban,Married,104,7.0,61,0.0,1,Personal Auto,Personal L3,Offer4,Branch,748.8,SUV,Medsize,A,2
9713,UD61088,California,13799.05459,No,Extended,Bachelor,2011-02-23,Unemployed,M,0,Suburban,Married,127,20.0,31,0.0,2,Personal Auto,Personal L1,Offer1,Agent,609.6,SUV,Small,A,2
9716,SK47162,Oregon,3567.503755,Yes,Basic,Bachelor,2011-01-07,Unemployed,M,0,Suburban,Married,102,28.0,11,0.0,1,Personal Auto,Personal L2,Offer2,Agent,660.430456,SUV,Medsize,A,1
9718,YN75239,Oregon,7910.866718,No,Basic,College,2011-01-12,Employed,M,77577,Rural,Married,199,14.0,37,1.0,1,Personal Auto,Personal L3,Offer3,Agent,35.768916,Luxury SUV,Small,A,1
9719,HG65194,Oregon,8672.814261,No,Extended,College,2011-02-10,Unemployed,F,0,Suburban,Single,125,8.0,61,0.0,3,Personal Auto,Personal L2,Offer1,Branch,600.0,SUV,Medsize,A,2
9722,CG33085,Oregon,13357.44544,No,Extended,Doctor,2011-02-02,Unemployed,M,0,Suburban,Divorced,124,13.0,1,0.0,2,Personal Auto,Personal L3,Offer3,Agent,696.034509,SUV,Medsize,A,2
9727,QE22757,Nevada,2491.317024,Yes,Basic,Doctor,2011-01-29,Employed,M,36631,Rural,Divorced,62,30.0,77,0.0,1,Personal Auto,Personal L3,Offer1,Agent,67.530904,Four-Door Car,Large,A,1
9728,FH81263,California,6006.211611,No,Basic,High School or Below,2011-02-10,Employed,M,85510,Suburban,Married,74,19.0,68,0.0,4,Corporate Auto,Corporate L3,Offer1,Agent,355.2,Four-Door Car,Small,A,2
9730,CV90092,Oregon,8184.691323,No,Basic,College,2011-01-16,Employed,M,82680,Suburban,Married,68,8.0,86,0.0,2,Corporate Auto,Corporate L3,Offer1,Branch,326.4,Four-Door Car,Medsize,A,1
9731,CE17166,California,7596.143777,No,Extended,College,2011-01-06,Employed,M,56225,Suburban,Divorced,97,10.0,95,0.0,3,Personal Auto,Personal L2,Offer1,Agent,465.6,Four-Door Car,Small,A,1
9733,ZH98656,Nevada,8593.866533,No,Basic,Master,2011-02-28,Employed,F,91276,Suburban,Married,105,14.0,4,0.0,4,Personal Auto,Personal L3,Offer1,Call Center,504.0,SUV,Large,A,2
9735,WS24655,Oregon,29676.81386,No,Premium,College,2011-02-10,Employed,F,33992,Suburban,Single,194,15.0,46,1.0,2,Personal Auto,Personal L3,Offer1,Call Center,931.2,SUV,Medsize,A,2
9737,CV75841,California,4369.496687,No,Premium,College,2011-01-25,Employed,M,97321,Rural,Single,110,35.0,46,0.0,1,Personal Auto,Personal L2,Offer1,Agent,74.744643,Four-Door Car,Medsize,A,1
9739,YK23193,Nevada,6057.07208,Yes,Extended,Bachelor,2011-02-14,Retired,M,27681,Suburban,Married,83,13.0,62,0.0,9,Personal Auto,Personal L3,Offer2,Agent,398.4,Two-Door Car,Medsize,A,2
9741,EK59571,Oregon,3885.456401,Yes,Premium,College,2011-02-28,Unemployed,M,0,Suburban,Married,105,3.0,92,0.0,1,Corporate Auto,Corporate L2,Offer1,Branch,504.0,Four-Door Car,Large,A,2
9743,FO13070,California,5780.182197,Yes,Basic,High School or Below,2011-02-26,Employed,M,51066,Suburban,Single,74,23.0,0,0.0,8,Personal Auto,Personal L2,Offer2,Call Center,787.993313,Four-Door Car,Medsize,A,2
9749,JT41591,Washington,2705.987629,No,Extended,College,2011-02-14,Unemployed,M,0,Suburban,Single,83,15.0,85,1.0,1,Personal Auto,Personal L1,Offer1,Agent,398.4,Four-Door Car,Large,A,2
9750,WV39838,Arizona,2436.839358,No,Basic,College,2011-02-08,Unemployed,F,0,Rural,Married,65,15.11182,84,0.386309,1,Personal Auto,Personal L3,Offer2,Branch,149.241472,Two-Door Car,Large,A,2
9752,CQ19667,Oregon,4257.477861,No,Premium,Bachelor,2011-01-06,Employed,F,49853,Suburban,Single,109,17.0,47,0.0,1,Personal Auto,Personal L3,Offer1,Branch,679.534284,Four-Door Car,Medsize,A,1
9753,MR60878,Oregon,15762.53198,No,Basic,Bachelor,2011-02-15,Employed,F,44362,Rural,Married,66,15.11182,75,0.386309,2,Corporate Auto,Corporate L3,Offer2,Call Center,142.113373,Four-Door Car,Small,A,2
9754,BW51534,California,8364.502793,No,Basic,High School or Below,2011-01-16,Unemployed,F,0,Suburban,Married,110,7.0,40,0.0,5,Corporate Auto,Corporate L2,Offer1,Branch,528.0,SUV,Small,A,1
9755,WO42164,Oregon,6465.223746,No,Extended,High School or Below,2011-02-07,Unemployed,M,0,Suburban,Single,92,9.0,24,0.0,3,Personal Auto,Personal L3,Offer1,Call Center,662.4,Four-Door Car,Medsize,A,2
9760,BT76268,California,5878.199296,No,Basic,College,2011-01-15,Employed,F,22061,Suburban,Married,74,25.0,25,0.0,8,Personal Auto,Personal L2,Offer2,Branch,355.2,Four-Door Car,Medsize,A,1
